ROI_INDEX,NUM_VOX,TISSUE_SEG,ROI_NAME
95,11374,WM,corpus-callosum
71,5259,GM,cerebellar-vermal-lobules-i-v
73,3676,GM,cerebellar-vermal-lobules-viii-x
72,2595,GM,cerebellar-vermal-lobules-vi-vii
39,53316,GM,left-cerebellum-exterior
41,14161,WM,left-cerebellum-white-matter
38,52248,GM,right-cerebellum-exterior
40,13470,WM,right-cerebellum-white-matter
92,3316,WM,anterior-limb-of-internal-capsule-left
91,3506,WM,anterior-limb-of-internal-capsule-right
90,550,WM,fornix-left
89,467,WM,fornix-right
94,2112,WM,posterior-limb-of-internal-capsule-inc.-cerebral-peduncle-left
93,1981,WM,posterior-limb-of-internal-capsule-inc.-cerebral-peduncle-right
82,87871,WM,frontal-lobe-wm-left
81,90980,WM,frontal-lobe-wm-right
84,17143,WM,occipital-lobe-wm-left
83,18042,WM,occipital-lobe-wm-right
86,45517,WM,parietal-lobe-wm-left
85,43345,WM,parietal-lobe-wm-right
88,50534,WM,temporal-lobe-wm-left
87,48807,WM,temporal-lobe-wm-right
4,2073,VN,3rd-ventricle
11,2079,VN,4th-ventricle
50,502,VN,left-inf-lat-vent
52,21586,VN,left-lateral-ventricle
49,385,VN,right-inf-lat-vent
51,14142,VN,right-lateral-ventricle
35,18018,NONE,brain-stem
62,5370,NONE,left-ventral-dc
61,4985,NONE,right-ventral-dc
75,134,GM,left-basal-forebrain
76,143,GM,right-basal-forebrain
23,256,GM,right-accumbens-area
30,410,GM,left-accumbens-area
31,1000,GM,right-amygdala
136,1059,GM,right-lorg-lateral-orbital-gyrus
32,1092,GM,left-amygdala
105,1200,GM,left-aorg-anterior-orbital-gyrus
165,1341,GM,left-orifg-orbital-part-of-the-inferior-frontal-gyrus
149,1405,GM,left-mpog-postcentral-gyrus-medial-segment
156,1474,GM,right-ocp-occipital-pole
55,1514,GM,right-pallidum
119,1534,GM,left-fo-frontal-operculum
56,1558,GM,left-pallidum
164,1584,GM,right-orifg-orbital-part-of-the-inferior-frontal-gyrus
180,1743,GM,right-pp-planum-polare
124,1823,GM,right-gre-gyrus-rectus
207,1889,GM,left-ttg-transverse-temporal-gyrus
181,1902,GM,left-pp-planum-polare
116,1925,GM,right-ent-entorhinal-area
184,1947,GM,right-pt-planum-temporale
141,850,GM,left-mfc-medial-frontal-cortex_0
208,1218,GM,left-mfc-medial-frontal-cortex_1
137,1113,GM,left-lorg-lateral-orbital-gyrus_0
209,968,GM,left-lorg-lateral-orbital-gyrus_1
104,1111,GM,right-aorg-anterior-orbital-gyrus_0
210,996,GM,right-aorg-anterior-orbital-gyrus_1
125,1066,GM,left-gre-gyrus-rectus_0
211,1058,GM,left-gre-gyrus-rectus_1
140,1493,GM,right-mfc-medial-frontal-cortex_0
212,661,GM,right-mfc-medial-frontal-cortex_1
117,1049,GM,left-ent-entorhinal-area_0
213,1165,GM,left-ent-entorhinal-area_1
170,1035,GM,right-phg-parahippocampal-gyrus_0
214,1279,GM,right-phg-parahippocampal-gyrus_1
186,953,GM,right-sca-subcallosal-area_0
215,1366,GM,right-sca-subcallosal-area_1
179,1307,GM,left-porg-posterior-orbital-gyrus_0
216,1065,GM,left-porg-posterior-orbital-gyrus_1
148,1276,GM,right-mpog-postcentral-gyrus-medial-segment_0
217,1174,GM,right-mpog-postcentral-gyrus-medial-segment_1
157,1101,GM,left-ocp-occipital-pole_0
218,1380,GM,left-ocp-occipital-pole_1
185,1297,GM,left-pt-planum-temporale_0
219,1200,GM,left-pt-planum-temporale_1
150,1249,GM,right-mprg-precentral-gyrus-medial-segment_0
220,1254,GM,right-mprg-precentral-gyrus-medial-segment_1
118,1237,GM,right-fo-frontal-operculum_0
221,1323,GM,right-fo-frontal-operculum_1
178,1671,GM,right-porg-posterior-orbital-gyrus_0
222,946,GM,right-porg-posterior-orbital-gyrus_1
37,1782,GM,left-caudate_0
223,841,GM,left-caudate_1
172,1422,GM,right-pins-posterior-insula_0
224,1268,GM,right-pins-posterior-insula_1
173,1706,GM,left-pins-posterior-insula_0
225,1062,GM,left-pins-posterior-insula_1
205,1007,GM,left-trifg-triangular-part-of-the-inferior-frontal-gyrus_0
226,1777,GM,left-trifg-triangular-part-of-the-inferior-frontal-gyrus_1
36,1896,GM,right-caudate_0
227,913,GM,right-caudate_1
206,1474,GM,right-ttg-transverse-temporal-gyrus_0
228,1428,GM,right-ttg-transverse-temporal-gyrus_1
151,1399,GM,left-mprg-precentral-gyrus-medial-segment_0
229,1702,GM,left-mprg-precentral-gyrus-medial-segment_1
171,1846,GM,left-phg-parahippocampal-gyrus_0
230,1341,GM,left-phg-parahippocampal-gyrus_1
174,1517,GM,right-po-parietal-operculum_0
231,1741,GM,right-po-parietal-operculum_1
175,1627,GM,left-po-parietal-operculum_0
232,1670,GM,left-po-parietal-operculum_1
187,1862,GM,left-sca-subcallosal-area_0
233,1528,GM,left-sca-subcallosal-area_1
48,1223,GM,left-hippocampus_0
234,2283,GM,left-hippocampus_1
160,2092,GM,right-ofug-occipital-fusiform-gyrus_0
235,1653,GM,right-ofug-occipital-fusiform-gyrus_1
100,1701,GM,right-acgg-anterior-cingulate-gyrus_0
236,2093,GM,right-acgg-anterior-cingulate-gyrus_1
204,2724,GM,right-trifg-triangular-part-of-the-inferior-frontal-gyrus_0
237,1133,GM,right-trifg-triangular-part-of-the-inferior-frontal-gyrus_1
108,1224,GM,right-calc-calcarine-cortex_0
238,1420,GM,right-calc-calcarine-cortex_1
239,1262,GM,right-calc-calcarine-cortex_2
47,1300,GM,right-hippocampus_0
240,1561,GM,right-hippocampus_1
241,1088,GM,right-hippocampus_2
112,1319,GM,right-co-central-operculum_0
242,1285,GM,right-co-central-operculum_1
243,1346,GM,right-co-central-operculum_2
193,1291,GM,left-smc-supplementary-motor-cortex_0
244,1113,GM,left-smc-supplementary-motor-cortex_1
245,1553,GM,left-smc-supplementary-motor-cortex_2
121,1497,GM,left-frp-frontal-pole_0
246,1117,GM,left-frp-frontal-pole_1
247,1476,GM,left-frp-frontal-pole_2
102,1289,GM,right-ains-anterior-insula_0
248,1473,GM,right-ains-anterior-insula_1
249,1380,GM,right-ains-anterior-insula_2
196,1353,GM,right-sog-superior-occipital-gyrus_0
250,1327,GM,right-sog-superior-occipital-gyrus_1
251,1501,GM,right-sog-superior-occipital-gyrus_2
58,1497,GM,left-putamen_0
252,1088,GM,left-putamen_1
253,1703,GM,left-putamen_2
163,1591,GM,left-opifg-opercular-part-of-the-inferior-frontal-gyrus_0
254,1249,GM,left-opifg-opercular-part-of-the-inferior-frontal-gyrus_1
255,1558,GM,left-opifg-opercular-part-of-the-inferior-frontal-gyrus_2
57,1603,GM,right-putamen_0
256,1190,GM,right-putamen_1
257,1682,GM,right-putamen_2
103,1764,GM,left-ains-anterior-insula_0
258,1410,GM,left-ains-anterior-insula_1
259,1348,GM,left-ains-anterior-insula_2
115,1635,GM,left-cun-cuneus_0
260,1530,GM,left-cun-cuneus_1
261,1379,GM,left-cun-cuneus_2
166,844,GM,right-pcgg-posterior-cingulate-gyrus_0
262,1682,GM,right-pcgg-posterior-cingulate-gyrus_1
263,2155,GM,right-pcgg-posterior-cingulate-gyrus_2
162,1844,GM,right-opifg-opercular-part-of-the-inferior-frontal-gyrus_0
264,1186,GM,right-opifg-opercular-part-of-the-inferior-frontal-gyrus_1
265,1753,GM,right-opifg-opercular-part-of-the-inferior-frontal-gyrus_2
109,1615,GM,left-calc-calcarine-cortex_0
266,2034,GM,left-calc-calcarine-cortex_1
267,1157,GM,left-calc-calcarine-cortex_2
161,1317,GM,left-ofug-occipital-fusiform-gyrus_0
268,1896,GM,left-ofug-occipital-fusiform-gyrus_1
269,1802,GM,left-ofug-occipital-fusiform-gyrus_2
197,1404,GM,left-sog-superior-occipital-gyrus_0
270,1497,GM,left-sog-superior-occipital-gyrus_1
271,2202,GM,left-sog-superior-occipital-gyrus_2
167,2057,GM,left-pcgg-posterior-cingulate-gyrus_0
272,1890,GM,left-pcgg-posterior-cingulate-gyrus_1
273,1157,GM,left-pcgg-posterior-cingulate-gyrus_2
120,1791,GM,right-frp-frontal-pole_0
274,1717,GM,right-frp-frontal-pole_1
275,1631,GM,right-frp-frontal-pole_2
138,1420,GM,right-mcgg-middle-cingulate-gyrus_0
276,2319,GM,right-mcgg-middle-cingulate-gyrus_1
277,1422,GM,right-mcgg-middle-cingulate-gyrus_2
147,1808,GM,left-morg-medial-orbital-gyrus_0
278,1725,GM,left-morg-medial-orbital-gyrus_1
279,1866,GM,left-morg-medial-orbital-gyrus_2
101,1120,GM,left-acgg-anterior-cingulate-gyrus_0
280,2267,GM,left-acgg-anterior-cingulate-gyrus_1
281,2235,GM,left-acgg-anterior-cingulate-gyrus_2
114,2152,GM,right-cun-cuneus_0
282,1724,GM,right-cun-cuneus_1
283,1841,GM,right-cun-cuneus_2
113,1996,GM,left-co-central-operculum_0
284,1801,GM,left-co-central-operculum_1
285,1950,GM,left-co-central-operculum_2
144,1922,GM,right-mog-middle-occipital-gyrus_0
286,1577,GM,right-mog-middle-occipital-gyrus_1
287,1602,GM,right-mog-middle-occipital-gyrus_2
288,891,GM,right-mog-middle-occipital-gyrus_3
192,1712,GM,right-smc-supplementary-motor-cortex_0
289,1894,GM,right-smc-supplementary-motor-cortex_1
290,1058,GM,right-smc-supplementary-motor-cortex_2
291,1543,GM,right-smc-supplementary-motor-cortex_3
153,1684,GM,left-msfg-superior-frontal-gyrus-medial-segment_0
292,1097,GM,left-msfg-superior-frontal-gyrus-medial-segment_1
293,2080,GM,left-msfg-superior-frontal-gyrus-medial-segment_2
294,1612,GM,left-msfg-superior-frontal-gyrus-medial-segment_3
146,1592,GM,right-morg-medial-orbital-gyrus_0
295,1901,GM,right-morg-medial-orbital-gyrus_1
296,1579,GM,right-morg-medial-orbital-gyrus_2
297,1444,GM,right-morg-medial-orbital-gyrus_3
123,1781,GM,left-fug-fusiform-gyrus_0
298,2152,GM,left-fug-fusiform-gyrus_1
299,1215,GM,left-fug-fusiform-gyrus_2
300,2277,GM,left-fug-fusiform-gyrus_3
59,2010,GM,right-thalamus-proper_0
301,2077,GM,right-thalamus-proper_1
302,1767,GM,right-thalamus-proper_2
303,1642,GM,right-thalamus-proper_3
201,1076,GM,left-stg-superior-temporal-gyrus_0
304,2075,GM,left-stg-superior-temporal-gyrus_1
305,1492,GM,left-stg-superior-temporal-gyrus_2
306,973,GM,left-stg-superior-temporal-gyrus_3
307,2256,GM,left-stg-superior-temporal-gyrus_4
200,1428,GM,right-stg-superior-temporal-gyrus_0
308,1884,GM,right-stg-superior-temporal-gyrus_1
309,1889,GM,right-stg-superior-temporal-gyrus_2
310,1945,GM,right-stg-superior-temporal-gyrus_3
311,995,GM,right-stg-superior-temporal-gyrus_4
60,2002,GM,left-thalamus-proper_0
312,1496,GM,left-thalamus-proper_1
313,1470,GM,left-thalamus-proper_2
314,1838,GM,left-thalamus-proper_3
315,1407,GM,left-thalamus-proper_4
135,1501,GM,left-lig-lingual-gyrus_0
316,1458,GM,left-lig-lingual-gyrus_1
317,2046,GM,left-lig-lingual-gyrus_2
318,1811,GM,left-lig-lingual-gyrus_3
319,1465,GM,left-lig-lingual-gyrus_4
139,1535,GM,left-mcgg-middle-cingulate-gyrus_0
320,2052,GM,left-mcgg-middle-cingulate-gyrus_1
321,1528,GM,left-mcgg-middle-cingulate-gyrus_2
322,1620,GM,left-mcgg-middle-cingulate-gyrus_3
323,1634,GM,left-mcgg-middle-cingulate-gyrus_4
129,1356,GM,left-iog-inferior-occipital-gyrus_0
324,1271,GM,left-iog-inferior-occipital-gyrus_1
325,1955,GM,left-iog-inferior-occipital-gyrus_2
326,1975,GM,left-iog-inferior-occipital-gyrus_3
327,1818,GM,left-iog-inferior-occipital-gyrus_4
145,1356,GM,left-mog-middle-occipital-gyrus_0
328,2235,GM,left-mog-middle-occipital-gyrus_1
329,1961,GM,left-mog-middle-occipital-gyrus_2
330,1333,GM,left-mog-middle-occipital-gyrus_3
331,1612,GM,left-mog-middle-occipital-gyrus_4
202,1495,GM,right-tmp-temporal-pole_0
332,1833,GM,right-tmp-temporal-pole_1
333,1746,GM,right-tmp-temporal-pole_2
334,1963,GM,right-tmp-temporal-pole_3
335,1848,GM,right-tmp-temporal-pole_4
152,2104,GM,right-msfg-superior-frontal-gyrus-medial-segment_0
336,2039,GM,right-msfg-superior-frontal-gyrus-medial-segment_1
337,2233,GM,right-msfg-superior-frontal-gyrus-medial-segment_2
338,984,GM,right-msfg-superior-frontal-gyrus-medial-segment_3
339,1527,GM,right-msfg-superior-frontal-gyrus-medial-segment_4
122,1818,GM,right-fug-fusiform-gyrus_0
340,2333,GM,right-fug-fusiform-gyrus_1
341,2181,GM,right-fug-fusiform-gyrus_2
342,1457,GM,right-fug-fusiform-gyrus_3
343,1395,GM,right-fug-fusiform-gyrus_4
128,1010,GM,right-iog-inferior-occipital-gyrus_0
344,2274,GM,right-iog-inferior-occipital-gyrus_1
345,1810,GM,right-iog-inferior-occipital-gyrus_2
346,2214,GM,right-iog-inferior-occipital-gyrus_3
347,1926,GM,right-iog-inferior-occipital-gyrus_4
106,1750,GM,right-ang-angular-gyrus_0
348,1854,GM,right-ang-angular-gyrus_1
349,1756,GM,right-ang-angular-gyrus_2
350,1751,GM,right-ang-angular-gyrus_3
351,2131,GM,right-ang-angular-gyrus_4
203,2409,GM,left-tmp-temporal-pole_0
352,1762,GM,left-tmp-temporal-pole_1
353,1788,GM,left-tmp-temporal-pole_2
354,1793,GM,left-tmp-temporal-pole_3
355,1947,GM,left-tmp-temporal-pole_4
133,2015,GM,left-itg-inferior-temporal-gyrus_0
356,1403,GM,left-itg-inferior-temporal-gyrus_1
357,1905,GM,left-itg-inferior-temporal-gyrus_2
358,1461,GM,left-itg-inferior-temporal-gyrus_3
359,1381,GM,left-itg-inferior-temporal-gyrus_4
360,1759,GM,left-itg-inferior-temporal-gyrus_5
107,1904,GM,left-ang-angular-gyrus_0
361,1994,GM,left-ang-angular-gyrus_1
362,1517,GM,left-ang-angular-gyrus_2
363,1749,GM,left-ang-angular-gyrus_3
364,1735,GM,left-ang-angular-gyrus_4
365,1614,GM,left-ang-angular-gyrus_5
194,2402,GM,right-smg-supramarginal-gyrus_0
366,2433,GM,right-smg-supramarginal-gyrus_1
367,2133,GM,right-smg-supramarginal-gyrus_2
368,1142,GM,right-smg-supramarginal-gyrus_3
369,1993,GM,right-smg-supramarginal-gyrus_4
370,1159,GM,right-smg-supramarginal-gyrus_5
134,1603,GM,right-lig-lingual-gyrus_0
371,2228,GM,right-lig-lingual-gyrus_1
372,2654,GM,right-lig-lingual-gyrus_2
373,1545,GM,right-lig-lingual-gyrus_3
374,1659,GM,right-lig-lingual-gyrus_4
375,1888,GM,right-lig-lingual-gyrus_5
199,1584,GM,left-spl-superior-parietal-lobule_0
376,2226,GM,left-spl-superior-parietal-lobule_1
377,1509,GM,left-spl-superior-parietal-lobule_2
378,1394,GM,left-spl-superior-parietal-lobule_3
379,1810,GM,left-spl-superior-parietal-lobule_4
380,1766,GM,left-spl-superior-parietal-lobule_5
381,1453,GM,left-spl-superior-parietal-lobule_6
195,2291,GM,left-smg-supramarginal-gyrus_0
382,1411,GM,left-smg-supramarginal-gyrus_1
383,2013,GM,left-smg-supramarginal-gyrus_2
384,2264,GM,left-smg-supramarginal-gyrus_3
385,1972,GM,left-smg-supramarginal-gyrus_4
386,1713,GM,left-smg-supramarginal-gyrus_5
387,1135,GM,left-smg-supramarginal-gyrus_6
191,2297,GM,left-sfg-superior-frontal-gyrus_0
388,1560,GM,left-sfg-superior-frontal-gyrus_1
389,1827,GM,left-sfg-superior-frontal-gyrus_2
390,2401,GM,left-sfg-superior-frontal-gyrus_3
391,1917,GM,left-sfg-superior-frontal-gyrus_4
392,1276,GM,left-sfg-superior-frontal-gyrus_5
393,1527,GM,left-sfg-superior-frontal-gyrus_6
132,1866,GM,right-itg-inferior-temporal-gyrus_0
394,1793,GM,right-itg-inferior-temporal-gyrus_1
395,1987,GM,right-itg-inferior-temporal-gyrus_2
396,2148,GM,right-itg-inferior-temporal-gyrus_3
397,1659,GM,right-itg-inferior-temporal-gyrus_4
398,1657,GM,right-itg-inferior-temporal-gyrus_5
399,1842,GM,right-itg-inferior-temporal-gyrus_6
198,2032,GM,right-spl-superior-parietal-lobule_0
400,1482,GM,right-spl-superior-parietal-lobule_1
401,2037,GM,right-spl-superior-parietal-lobule_2
402,1425,GM,right-spl-superior-parietal-lobule_3
403,2463,GM,right-spl-superior-parietal-lobule_4
404,2336,GM,right-spl-superior-parietal-lobule_5
405,1614,GM,right-spl-superior-parietal-lobule_6
176,1556,GM,right-pog-postcentral-gyrus_0
406,1994,GM,right-pog-postcentral-gyrus_1
407,1884,GM,right-pog-postcentral-gyrus_2
408,1820,GM,right-pog-postcentral-gyrus_3
409,1893,GM,right-pog-postcentral-gyrus_4
410,1400,GM,right-pog-postcentral-gyrus_5
411,1897,GM,right-pog-postcentral-gyrus_6
412,1403,GM,right-pog-postcentral-gyrus_7
177,1404,GM,left-pog-postcentral-gyrus_0
413,1595,GM,left-pog-postcentral-gyrus_1
414,2182,GM,left-pog-postcentral-gyrus_2
415,2328,GM,left-pog-postcentral-gyrus_3
416,1292,GM,left-pog-postcentral-gyrus_4
417,1644,GM,left-pog-postcentral-gyrus_5
418,1566,GM,left-pog-postcentral-gyrus_6
419,2093,GM,left-pog-postcentral-gyrus_7
168,1994,GM,right-pcu-precuneus_0
420,1868,GM,right-pcu-precuneus_1
421,1728,GM,right-pcu-precuneus_2
422,1526,GM,right-pcu-precuneus_3
423,2260,GM,right-pcu-precuneus_4
424,1392,GM,right-pcu-precuneus_5
425,1643,GM,right-pcu-precuneus_6
426,1806,GM,right-pcu-precuneus_7
169,1731,GM,left-pcu-precuneus_0
427,2102,GM,left-pcu-precuneus_1
428,1983,GM,left-pcu-precuneus_2
429,1810,GM,left-pcu-precuneus_3
430,2080,GM,left-pcu-precuneus_4
431,2319,GM,left-pcu-precuneus_5
432,1865,GM,left-pcu-precuneus_6
433,1390,GM,left-pcu-precuneus_7
190,1878,GM,right-sfg-superior-frontal-gyrus_0
434,2301,GM,right-sfg-superior-frontal-gyrus_1
435,2032,GM,right-sfg-superior-frontal-gyrus_2
436,2046,GM,right-sfg-superior-frontal-gyrus_3
437,1594,GM,right-sfg-superior-frontal-gyrus_4
438,2189,GM,right-sfg-superior-frontal-gyrus_5
439,1919,GM,right-sfg-superior-frontal-gyrus_6
440,1375,GM,right-sfg-superior-frontal-gyrus_7
182,1469,GM,right-prg-precentral-gyrus_0
441,2062,GM,right-prg-precentral-gyrus_1
442,1561,GM,right-prg-precentral-gyrus_2
443,2142,GM,right-prg-precentral-gyrus_3
444,1736,GM,right-prg-precentral-gyrus_4
445,1843,GM,right-prg-precentral-gyrus_5
446,1629,GM,right-prg-precentral-gyrus_6
447,1786,GM,right-prg-precentral-gyrus_7
448,1512,GM,right-prg-precentral-gyrus_8
155,1989,GM,left-mtg-middle-temporal-gyrus_0
449,2047,GM,left-mtg-middle-temporal-gyrus_1
450,1530,GM,left-mtg-middle-temporal-gyrus_2
451,1804,GM,left-mtg-middle-temporal-gyrus_3
452,2132,GM,left-mtg-middle-temporal-gyrus_4
453,1800,GM,left-mtg-middle-temporal-gyrus_5
454,1862,GM,left-mtg-middle-temporal-gyrus_6
455,2351,GM,left-mtg-middle-temporal-gyrus_7
456,1791,GM,left-mtg-middle-temporal-gyrus_8
457,1070,GM,left-mtg-middle-temporal-gyrus_9
154,2006,GM,right-mtg-middle-temporal-gyrus_0
458,2503,GM,right-mtg-middle-temporal-gyrus_1
459,1564,GM,right-mtg-middle-temporal-gyrus_2
460,2278,GM,right-mtg-middle-temporal-gyrus_3
461,1790,GM,right-mtg-middle-temporal-gyrus_4
462,1531,GM,right-mtg-middle-temporal-gyrus_5
463,1614,GM,right-mtg-middle-temporal-gyrus_6
464,2197,GM,right-mtg-middle-temporal-gyrus_7
465,1389,GM,right-mtg-middle-temporal-gyrus_8
466,1541,GM,right-mtg-middle-temporal-gyrus_9
183,1767,GM,left-prg-precentral-gyrus_0
467,2386,GM,left-prg-precentral-gyrus_1
468,1307,GM,left-prg-precentral-gyrus_2
469,2316,GM,left-prg-precentral-gyrus_3
470,2256,GM,left-prg-precentral-gyrus_4
471,1735,GM,left-prg-precentral-gyrus_5
472,2243,GM,left-prg-precentral-gyrus_6
473,1707,GM,left-prg-precentral-gyrus_7
474,1405,GM,left-prg-precentral-gyrus_8
475,1299,GM,left-prg-precentral-gyrus_9
142,1732,GM,right-mfg-middle-frontal-gyrus_0
476,2490,GM,right-mfg-middle-frontal-gyrus_1
477,1232,GM,right-mfg-middle-frontal-gyrus_2
478,1981,GM,right-mfg-middle-frontal-gyrus_3
479,2087,GM,right-mfg-middle-frontal-gyrus_4
480,2211,GM,right-mfg-middle-frontal-gyrus_5
481,1950,GM,right-mfg-middle-frontal-gyrus_6
482,1773,GM,right-mfg-middle-frontal-gyrus_7
483,2003,GM,right-mfg-middle-frontal-gyrus_8
484,1159,GM,right-mfg-middle-frontal-gyrus_9
485,1678,GM,right-mfg-middle-frontal-gyrus_10
486,1487,GM,right-mfg-middle-frontal-gyrus_11
143,2162,GM,left-mfg-middle-frontal-gyrus_0
487,2211,GM,left-mfg-middle-frontal-gyrus_1
488,1511,GM,left-mfg-middle-frontal-gyrus_2
489,1913,GM,left-mfg-middle-frontal-gyrus_3
490,2128,GM,left-mfg-middle-frontal-gyrus_4
491,1860,GM,left-mfg-middle-frontal-gyrus_5
492,1967,GM,left-mfg-middle-frontal-gyrus_6
493,1956,GM,left-mfg-middle-frontal-gyrus_7
494,2024,GM,left-mfg-middle-frontal-gyrus_8
495,2146,GM,left-mfg-middle-frontal-gyrus_9
496,1198,GM,left-mfg-middle-frontal-gyrus_10
497,1706,GM,left-mfg-middle-frontal-gyrus_11
498,1733,GM,left-mfg-middle-frontal-gyrus_12
